Customer ID,Customer Name,Customer Segment,Country,Region,State or Province,City,Postal Code,Order ID
678,Edward McKenzie,Corporate,United States,South,Virginia,Rose Hill,24281,88889
679,Katie Dougherty,Corporate,United States,West,Washington,Spanaway,98387,88890
679,Katie Dougherty,Corporate,United States,West,Washington,Spanaway,98387,88890
680,Laurence Poe,Corporate,United States,West,Washington,Spokane,99207,88890
683,Seth Merrill,Small Business,United States,Central,Nebraska,Papillion,68046,87765
688,Ashley Reese,Small Business,United States,Central,Missouri,Saint Louis,63116,88503
688,Ashley Reese,Small Business,United States,Central,Missouri,Saint Louis,63116,88504
689,Tommy Honeycutt,Small Business,United States,Central,Missouri,Saint Peters,63376,88502
691,Alicia Curtis,Home Office,United States,West,Washington,Tacoma,98408,89915
693,Richard McClure,Small Business,United States,West,Colorado,Thornton,80229,87811
693,Richard McClure,Small Business,United States,West,Colorado,Thornton,80229,87812
693,Richard McClure,Small Business,United States,West,Colorado,Thornton,80229,87812
693,Richard McClure,Small Business,United States,West,Colorado,Thornton,80229,87812
693,Richard McClure,Small Business,United States,West,Colorado,Thornton,80229,87813
696,Johnny Reid,Corporate,United States,Central,Indiana,Crown Point,46307,89847
696,Johnny Reid,Corporate,United States,Central,Indiana,Crown Point,46307,89847
696,Johnny Reid,Corporate,United States,Central,Indiana,Crown Point,46307,89848
697,Adam G Sawyer,Corporate,United States,Central,Indiana,East Chicago,46312,89847
697,Adam G Sawyer,Corporate,United States,Central,Indiana,East Chicago,46312,89849
698,Nelson Hensley,Corporate,United States,West,Washington,Seattle,98105,32869
698,Nelson Hensley,Corporate,United States,West,Washington,Seattle,98105,32869
698,Nelson Hensley,Corporate,United States,West,Washington,Seattle,98105,32869
698,Nelson Hensley,Corporate,United States,West,Washington,Seattle,98105,8994
698,Nelson Hensley,Corporate,United States,West,Washington,Seattle,98105,53410
699,Jenny Gold,Consumer,United States,West,California,Los Angeles,90041,44517
699,Jenny Gold,Consumer,United States,West,California,Los Angeles,90041,55392
699,Jenny Gold,Consumer,United States,West,California,Los Angeles,90041,55392
699,Jenny Gold,Consumer,United States,West,California,Los Angeles,90041,36647
699,Jenny Gold,Consumer,United States,West,California,Los Angeles,90041,36647
699,Jenny Gold,Consumer,United States,West,California,Los Angeles,90041,36647
699,Jenny Gold,Consumer,United States,West,California,Los Angeles,90041,32420
699,Jenny Gold,Consumer,United States,West,California,Los Angeles,90041,32420
699,Jenny Gold,Consumer,United States,West,California,Los Angeles,90041,3042
700,Joseph Grossman,Consumer,United States,West,California,Santa Maria,93454,87980
702,Kelly O'Connor,Consumer,United States,West,California,Santa Rosa,95404,87977
702,Kelly O'Connor,Consumer,United States,West,California,Santa Rosa,95404,87979
702,Kelly O'Connor,Consumer,United States,West,California,Santa Rosa,95404,87979
702,Kelly O'Connor,Consumer,United States,West,California,Santa Rosa,95404,87979
711,Pam Anthony,Consumer,United States,East,Massachusetts,Winthrop,2152,87978
719,Stephen Lam,Corporate,United States,West,Nevada,Pahrump,89041,89344
719,Stephen Lam,Corporate,United States,West,Nevada,Pahrump,89041,89344
721,Melvin Duke,Corporate,United States,Central,Indiana,Frankfort,46041,91053
721,Melvin Duke,Corporate,United States,Central,Indiana,Frankfort,46041,91053
721,Melvin Duke,Corporate,United States,Central,Indiana,Frankfort,46041,91054
724,Beverly Cooke Brooks,Consumer,United States,East,Connecticut,Stratford,6614,90359
727,Lindsay Link,Consumer,United States,East,Maine,Lewiston,4240,90359
731,June Herbert,Consumer,United States,East,Massachusetts,Burlington,1803,90362
736,Meredith Walters,Consumer,United States,East,New Hampshire,Salem,3079,90361
737,Danny Vaughn,Consumer,United States,East,New Jersey,Bloomfield,7003,90360
738,Peggy Rowe,Consumer,United States,East,New Jersey,Cranford,7016,90361
741,Stacey Hale,Consumer,United States,East,New Jersey,Summit,7901,90361
744,Joy Maxwell,Corporate,United States,West,Arizona,Oro Valley,85737,87725
744,Joy Maxwell,Corporate,United States,West,Arizona,Oro Valley,85737,87725
744,Joy Maxwell,Consumer,United States,West,Arizona,Oro Valley,85737,87726
744,Joy Maxwell,Consumer,United States,West,Arizona,Oro Valley,85737,87727
745,Mary Page,Consumer,United States,West,Arizona,Peoria,85345,87726
750,Jordan Wilkinson,Corporate,United States,South,Kentucky,Florence,41042,91200
751,David Wrenn,Corporate,United States,South,Kentucky,Georgetown,40324,91201
753,Elisabeth Massey,Corporate,United States,West,Arizona,Prescott,86301,90438
753,Elisabeth Massey,Corporate,United States,West,Arizona,Prescott,86301,90438
754,Helen Lyons,Corporate,United States,West,Arizona,Prescott Valley,86314,90437
754,Helen Lyons,Consumer,United States,West,Arizona,Prescott Valley,86314,90439
757,Neil Hogan,Home Office,United States,West,Oregon,Tualatin,97062,90258
759,Bernice F Day,Small Business,United States,Central,Illinois,Quincy,62301,86639
762,Stuart Holloway,Small Business,United States,West,Washington,Vancouver,98661,87525
767,Jeffrey Mueller,Corporate,United States,Central,Illinois,Rock Island,61201,86279
770,Geraldine Puckett,Small Business,United States,West,Oregon,Tualatin,97062,88667
771,Deborah Paul,Small Business,United States,West,Oregon,West Linn,97068,88667
771,Deborah Paul,Small Business,United States,West,Oregon,West Linn,97068,88667
772,Jean Webster,Small Business,United States,East,Pennsylvania,Allentown,18103,88666
772,Jean Webster,Small Business,United States,East,Pennsylvania,Allentown,18103,88666
772,Jean Webster,Small Business,United States,East,Pennsylvania,Allentown,18103,88668
772,Jean Webster,Small Business,United States,East,Pennsylvania,Allentown,18103,88668
782,Sarah N Becker,Small Business,United States,West,California,Whittier,90604,90962
783,Carlos Byrd,Small Business,United States,East,Connecticut,Bristol,6010,90961
786,Jason Bray,Home Office,United States,West,California,Mission Viejo,92691,91513
792,Holly Pate,Corporate,United States,Central,Oklahoma,Mustang,73064,88753
796,Amanda Conner,Corporate,United States,Central,Nebraska,Papillion,68046,86867
796,Amanda Conner,Corporate,United States,Central,Nebraska,Papillion,68046,86869
797,Eileen Riddle,Corporate,United States,West,Utah,Roy,84067,86868
797,Eileen Riddle,Corporate,United States,West,Utah,Roy,84067,86868
797,Eileen Riddle,Corporate,United States,West,Utah,Roy,84067,86870
799,Lee McKenna Gregory,Consumer,United States,South,South Carolina,Hilton Head Island,29915,89909
799,Lee McKenna Gregory,Consumer,United States,South,South Carolina,Hilton Head Island,29915,89909
799,Lee McKenna Gregory,Consumer,United States,South,South Carolina,Hilton Head Island,29915,89909
800,Cheryl Guthrie,Consumer,United States,West,Utah,Roy,84067,89910
800,Cheryl Guthrie,Consumer,United States,West,Utah,Roy,84067,89910
803,Marianne Goldstein,Small Business,United States,South,Florida,New Smyrna Beach,32168,90048
806,Judy Singer,Small Business,United States,South,Florida,Miami,33132,40547
820,Catherine Mullins,Small Business,United States,West,Washington,Walla Walla,99362,90244
823,Christian Albright,Small Business,United States,South,Tennessee,Smyrna,37167,89257
824,Joann Moser,Small Business,United States,South,Tennessee,Spring Hill,37174,89257
825,Marvin Hunt,Home Office,United States,Central,Texas,Abilene,79605,89258
827,Sheryl Marsh,Home Office,United States,Central,Texas,Amarillo,79109,89259
829,Monica Law Thompson,Corporate,United States,South,Arkansas,Texarkana,71854,90271
830,Douglas Sutton,Corporate,United States,West,Colorado,Wheat Ridge,80033,90270
833,Gerald Love,Corporate,United States,West,California,Gilroy,95020,89770
850,Jesse Hutchinson,Corporate,United States,West,California,Goleta,93117,88569
851,Helen H Heller,Corporate,United States,West,California,Hacienda Heights,91745,88568
851,Helen H Heller,Corporate,United States,West,California,Hacienda Heights,91745,88569
851,Helen H Heller,Corporate,United States,West,California,Hacienda Heights,91745,88569
851,Helen H Heller,Corporate,United States,West,California,Hacienda Heights,91745,88571
853,Leah Davenport,Small Business,United States,West,California,Hesperia,92345,88570
854,Karen Hendricks,Corporate,United States,East,Connecticut,Branford,6405,88571
855,Jacob Lanier,Corporate,United States,East,Connecticut,Danbury,6810,88571
858,Arthur Brady,Corporate,United States,East,Maine,Lewiston,4240,88571
865,Dana Burgess,Corporate,United States,Central,Indiana,East Chicago,46312,90674
865,Dana Burgess,Corporate,United States,Central,Indiana,East Chicago,46312,90675
868,Sharon Ellis,Corporate,United States,Central,Minnesota,Shoreview,55126,91194
868,Sharon Ellis,Corporate,United States,Central,Minnesota,Shoreview,55126,91194
868,Sharon Ellis,Corporate,United States,Central,Minnesota,Shoreview,55126,91195
868,Sharon Ellis,Corporate,United States,Central,Minnesota,Shoreview,55126,91195
871,Sandy Ellington,Home Office,United States,West,Nevada,Reno,89502,90577
871,Sandy Ellington,Home Office,United States,West,Nevada,Reno,89502,90578
871,Sandy Ellington,Home Office,United States,West,Nevada,Reno,89502,90578
875,Erika Fink,Small Business,United States,West,Utah,Salt Lake City,84106,89059
875,Erika Fink,Small Business,United States,West,Utah,Salt Lake City,84106,89059
880,Ellen Beck,Small Business,United States,West,Arizona,Scottsdale,85254,86153
880,Ellen Beck,Small Business,United States,West,Arizona,Scottsdale,85254,86153
885,Malcolm Robertson,Corporate,United States,Central,Texas,Amarillo,79109,89537
890,Billie Fowler,Consumer,United States,Central,Texas,Bedford,76021,89536
890,Billie Fowler,Consumer,United States,Central,Texas,Bedford,76021,89536
894,Gail Rankin Cole,Corporate,United States,East,District of Columbia,Washington,20024,14596
894,Gail Rankin Cole,Corporate,United States,East,District of Columbia,Washington,20024,14596
894,Gail Rankin Cole,Corporate,United States,East,District of Columbia,Washington,20024,38529
896,Jennifer Siegel,Corporate,United States,Central,Texas,Denton,76201,90166
896,Jennifer Siegel,Corporate,United States,Central,Texas,Denton,76201,90166
896,Jennifer Siegel,Corporate,United States,Central,Texas,Denton,76201,90167
898,Harriet Hodges,Small Business,United States,East,New York,New York City,10039,33635
898,Harriet Hodges,Small Business,United States,East,New York,New York City,10039,33635
898,Harriet Hodges,Small Business,United States,East,New York,New York City,10039,9606
898,Harriet Hodges,Small Business,United States,East,New York,New York City,10039,9606
899,Jordan Berry,Small Business,United States,East,Pennsylvania,Altoona,16602,86263
899,Jordan Berry,Small Business,United States,East,Pennsylvania,Altoona,16602,86263
899,Jordan Berry,Small Business,United States,East,Pennsylvania,Altoona,16602,86264
899,Jordan Berry,Small Business,United States,East,Pennsylvania,Altoona,16602,86264
903,Francis Spivey,Consumer,United States,East,Massachusetts,Wilmington,1887,90806
907,Rachel Casey,Home Office,United States,South,Kentucky,Henderson,42420,86459
907,Rachel Casey,Home Office,United States,South,Kentucky,Henderson,42420,86460
910,Carla Hauser,Corporate,United States,South,Arkansas,Texarkana,71854,90187
911,Marsha P Joyner,Corporate,United States,East,West Virginia,Wheeling,26003,90185
911,Marsha P Joyner,Corporate,United States,East,West Virginia,Wheeling,26003,90185
911,Marsha P Joyner,Corporate,United States,East,West Virginia,Wheeling,26003,90186
915,Carol Sherrill,Home Office,United States,Central,Texas,Bryan,77803,86356
916,Marion Wilcox,Corporate,United States,Central,Texas,Burleson,76028,86357
918,Kerry Jernigan,Consumer,United States,West,California,Rancho Cucamonga,91730,90492
918,Kerry Jernigan,Corporate,United States,West,California,Rancho Cucamonga,91730,90493
919,Tracy Livingston,Consumer,United States,West,California,Redding,96003,90492
920,Jessie Kelly,Corporate,United States,West,California,Redlands,92374,90491
920,Jessie Kelly,Consumer,United States,West,California,Redlands,92374,90492
922,Dolores Abrams,Small Business,United States,West,California,Rancho Cucamonga,91730,87135
925,Ruth Dudley,Small Business,United States,East,Maine,Augusta,4330,87134
929,Calvin Conway,Small Business,United States,East,New Jersey,Old Bridge,8857,87134
936,Robyn Garner,Corporate,United States,West,California,Redlands,92374,90588
936,Robyn Garner,Corporate,United States,West,California,Redlands,92374,90589
937,Kelly Shaw,Corporate,United States,West,California,Redondo Beach,90278,90589
940,Albert Maxwell,Home Office,United States,East,Connecticut,New Milford,6776,90844
945,Stephanie Sun Perry,Home Office,United States,West,California,Saratoga,95070,86567
946,Denise Parks,Home Office,United States,East,Maine,Auburn,4210,86566
947,Dorothy Buchanan,Home Office,United States,East,New Jersey,Bayonne,7002,86565
949,Ernest Oh,Consumer,United States,West,California,Los Angeles,90049,9285
949,Ernest Oh,Consumer,United States,West,California,Los Angeles,90049,8257
950,Jane Shah,Consumer,United States,Central,Minnesota,Prior Lake,55372,89083
950,Jane Shah,Consumer,United States,Central,Minnesota,Prior Lake,55372,89084
950,Jane Shah,Consumer,United States,Central,Minnesota,Prior Lake,55372,89084
950,Jane Shah,Consumer,United States,Central,Minnesota,Prior Lake,55372,89084
954,Tony Chandler,Small Business,United States,Central,Texas,Highland Village,75067,90771
954,Tony Chandler,Small Business,United States,Central,Texas,Highland Village,75067,90771
959,Sally House,Corporate,United States,Central,Texas,Burleson,76028,91581
960,Phillip Chappell,Home Office,United States,West,California,Redondo Beach,90278,89401
961,Benjamin Chan,Home Office,United States,West,California,Redwood City,94061,89402
962,Yvonne Clarke,Home Office,United States,Central,Illinois,Chicago,60610,17636
970,Lynn Payne,Consumer,United States,South,Virginia,Rose Hill,24281,86173
972,Gregory Holden,Corporate,United States,West,California,Riverside,92503,87259
972,Gregory Holden,Corporate,United States,West,California,Riverside,92503,87259
975,Francis Evans,Corporate,United States,East,Massachusetts,Boston,2108,87260
980,Howard Burnett,Corporate,United States,East,Vermont,South Burlington,5403,87258
983,Sue Drake,Corporate,United States,South,Arkansas,Searcy,72143,90201
993,Gail Currin,Small Business,United States,West,California,Oxnard,93030,89432
994,Neal Weber,Small Business,United States,East,Maine,Sanford,4073,89433
995,Lloyd Spencer,Small Business,United States,East,Maine,West Scarborough,4070,89434
997,Phillip Pollard,Small Business,United States,East,New Jersey,Bayonne,7002,89431
999,Rita Barton,Small Business,United States,East,New Jersey,Ridgewood,7450,89433
1000,Lynn Bell,Small Business,United States,East,Vermont,Bennington,5201,89433
1005,Lloyd Dickson,Small Business,United States,Central,Illinois,Buffalo Grove,60089,90043
1005,Lloyd Dickson,Small Business,United States,Central,Illinois,Buffalo Grove,60089,90044
1008,Priscilla Frank,Home Office,United States,East,Maine,Gorham,4038,88371
1009,Kristin George,Corporate,United States,East,Maine,Saco,4072,88372
1014,Theresa Winters,Home Office,United States,South,Arkansas,Bryant,72022,88387
1014,Theresa Winters,Home Office,United States,South,Arkansas,Bryant,72022,88387
1014,Theresa Winters,Home Office,United States,South,Arkansas,Bryant,72022,88387
1014,Theresa Winters,Home Office,United States,South,Arkansas,Bryant,72022,88388
1015,Beverly Cameron,Home Office,United States,South,North Carolina,Apex,27502,88390
1016,Francis Sherrill,Home Office,United States,South,North Carolina,Asheville,28806,88389
1018,Meredith Humphrey,Home Office,United States,South,North Carolina,Cary,27511,88391
1018,Meredith Humphrey,Home Office,United States,South,North Carolina,Cary,27511,88391
1020,Julie Porter,Small Business,United States,Central,Kansas,Pittsburg,66762,88632
1020,Julie Porter,Small Business,United States,Central,Kansas,Pittsburg,66762,88634
1020,Julie Porter,Small Business,United States,Central,Kansas,Pittsburg,66762,88634
1023,Glen Newman,Small Business,United States,East,Pennsylvania,Wilkinsburg,15221,88633
1023,Glen Newman,Small Business,United States,East,Pennsylvania,Wilkinsburg,15221,88633
1026,Eugene Kerr,Small Business,United States,East,New York,Central Islip,11722,89005
1026,Eugene Kerr,Small Business,United States,East,New York,Central Islip,11722,89008
1026,Eugene Kerr,Small Business,United States,East,New York,Central Islip,11722,89008
1027,Brian Bennett,Small Business,United States,East,New York,Cheektowaga,14225,89004
1027,Brian Bennett,Small Business,United States,East,New York,Cheektowaga,14225,89004
1028,Marguerite Rodgers,Small Business,United States,East,New York,Commack,11725,89006
1028,Marguerite Rodgers,Small Business,United States,East,New York,Commack,11725,89007
1035,Kent Burton,Home Office,United States,East,Ohio,Delaware,43015,90710
1036,Jessica Huffman,Home Office,United States,East,Ohio,Dublin,43017,90710
1038,Jon Hale,Corporate,United States,South,Florida,Belle Glade,33430,90641
1041,Mildred Chase,Small Business,United States,West,California,Woodland,95695,87846
1041,Mildred Chase,Small Business,United States,West,California,Woodland,95695,87846
1042,Jerome Burch,Small Business,United States,West,California,Yuba City,95991,87847
1044,Erin Ballard,Home Office,United States,West,California,Los Angeles,90004,28001
1044,Erin Ballard,Home Office,United States,West,California,Los Angeles,90004,28001
1044,Erin Ballard,Home Office,United States,West,California,Los Angeles,90004,47813
1047,Gayle Pearson,Home Office,United States,East,Massachusetts,Boston,2109,89389
1054,Keith R Atkinson,Corporate,United States,West,Arizona,Surprise,85374,90069
1054,Keith R Atkinson,Corporate,United States,West,Arizona,Surprise,85374,90069
1054,Keith R Atkinson,Corporate,United States,West,Arizona,Surprise,85374,90069
1060,Gene Gilliam,Small Business,United States,South,Georgia,Atlanta,30318,58628
1060,Gene Gilliam,Small Business,United States,South,Georgia,Atlanta,30318,57061
1062,Willie Robinson,Small Business,United States,East,New York,Coram,11727,91354
1062,Willie Robinson,Small Business,United States,East,New York,Coram,11727,91355
1062,Willie Robinson,Small Business,United States,East,New York,Coram,11727,91355
1065,Vicki Bond,Corporate,United States,Central,Illinois,Burbank,60459,88899
1068,Erik Barr,Home Office,United States,Central,Illinois,Calumet City,60409,87109
1069,Pam Bennett,Home Office,United States,Central,Illinois,Carbondale,62901,87110
1072,Marion Owens,Corporate,United States,East,Pennsylvania,Bethlehem,18018,89631
1075,Theodore Tyson,Home Office,United States,Central,Illinois,Romeoville,60441,86422
1080,Colleen Fletcher,Corporate,United States,Central,Illinois,Saint Charles,60174,88461
1083,Hazel Dale,Corporate,United States,Central,Illinois,Springfield,62701,88460
1085,Ted Dunlap,Home Office,United States,East,New York,Deer Park,11729,86122
1085,Ted Dunlap,Home Office,United States,East,New York,Deer Park,11729,86123
1085,Ted Dunlap,Corporate,United States,East,New York,Deer Park,11729,86124
1085,Ted Dunlap,Corporate,United States,East,New York,Deer Park,11729,86124
1086,Leon Peele,Home Office,United States,East,New York,Dix Hills,11746,86123
1101,Kimberly McCarthy,Small Business,United States,West,California,Oxnard,93030,91488
1103,Sidney Bowling,Home Office,United States,Central,Nebraska,Omaha,68046,90977
1104,Timothy Ross,Home Office,United States,East,New York,New York City,10282,27456
1106,Maxine Collier Grady,Small Business,United States,Central,Texas,Dallas,75220,20261
1106,Maxine Collier Grady,Small Business,United States,Central,Texas,Dallas,75220,646
1106,Maxine Collier Grady,Consumer,United States,Central,Texas,Dallas,75220,45824
1107,Joanna Keith,Small Business,United States,Central,Texas,Lake Jackson,77566,86411
1108,Dwight Bishop,Small Business,United States,Central,Texas,Lancaster,75146,86409
1108,Dwight Bishop,Small Business,United States,Central,Texas,Lancaster,75146,86409
1108,Dwight Bishop,Small Business,United States,Central,Texas,Lancaster,75146,86409
1109,Dennis Welch,Consumer,United States,Central,Texas,Laredo,78041,86410
1112,Luis Kerr,Corporate,United States,West,California,Yucaipa,92399,90832
1112,Luis Kerr,Corporate,United States,West,California,Yucaipa,92399,90832
1113,Julia Reynolds,Corporate,United States,West,Colorado,Arvada,80004,90833
1113,Julia Reynolds,Corporate,United States,West,Colorado,Arvada,80004,90833
1117,Samantha Koch,Home Office,United States,West,Arizona,Tucson,85705,86768
1121,Tonya Proctor,Consumer,United States,West,California,Temecula,92592,86767
1121,Tonya Proctor,Consumer,United States,West,California,Temecula,92592,86767
1123,Peggy Lanier,Small Business,United States,West,California,Roseville,95661,87015
1123,Peggy Lanier,Small Business,United States,West,California,Roseville,95661,87016
1124,Randy Jiang,Small Business,United States,East,Connecticut,Norwich,6360,87016
1127,Ray Grady,Consumer,United States,Central,Texas,Eagle Pass,78852,87221
1127,Ray Grady,Consumer,United States,Central,Texas,Eagle Pass,78852,87222
1128,Kurt O'Connor,Consumer,United States,Central,Texas,Edinburg,78539,87222
1129,Pam Patton,Home Office,United States,East,Massachusetts,Boston,2118,32037
1129,Pam Patton,Home Office,United States,East,Massachusetts,Boston,2118,32037
1129,Pam Patton,Corporate,United States,East,Massachusetts,Boston,2118,49125
1129,Pam Patton,Home Office,United States,East,Massachusetts,Boston,2118,13735
1129,Pam Patton,Corporate,United States,East,Massachusetts,Boston,2118,39430
1129,Pam Patton,Home Office,United States,East,Massachusetts,Boston,2118,57794
1131,Benjamin Strauss,Home Office,United States,Central,Texas,El Paso,79907,88103
1132,Michael Robbins,Corporate,United States,Central,Texas,Euless,76039,88101
1132,Michael Robbins,Home Office,United States,Central,Texas,Euless,76039,88102
1132,Michael Robbins,Home Office,United States,Central,Texas,Euless,76039,88102
1132,Michael Robbins,Corporate,United States,Central,Texas,Euless,76039,88104
1133,Marjorie Owens,Home Office,United States,Central,Texas,Farmers Branch,75234,88105
1136,Carmen McPherson,Consumer,United States,Central,Illinois,Carol Stream,60188,87940
1138,Malcolm Floyd,Home Office,United States,Central,Texas,The Colony,75056,86574
1142,Russell Chan,Home Office,United States,Central,Texas,Waco,76706,86573
1142,Russell Chan,Home Office,United States,Central,Texas,Waco,76706,86575
1151,Edna Huang,Corporate,United States,East,Massachusetts,South Hadley,1075,91344
1155,Alex Nicholson,Consumer,United States,West,California,Montebello,90640,90853
1155,Alex Nicholson,Consumer,United States,West,California,Montebello,90640,90853
1156,Edith Forbes,Consumer,United States,East,Massachusetts,Tewksbury,1876,90855
1159,Arlene Weeks,Consumer,United States,East,New Jersey,Union City,7086,90854
1170,Jessie Houston,Consumer,United States,East,Delaware,Newark,19711,87520
1170,Jessie Houston,Consumer,United States,East,Delaware,Newark,19711,87520
1178,Sandy Hunt,Consumer,United States,South,Florida,Altamonte Springs,32701,89787
1178,Sandy Hunt,Consumer,United States,South,Florida,Altamonte Springs,32701,89787
1178,Sandy Hunt,Consumer,United States,South,Florida,Altamonte Springs,32701,89787
1178,Sandy Hunt,Consumer,United States,South,Florida,Altamonte Springs,32701,89787
1182,Jesse Williamson,Home Office,United States,West,Utah,Spanish Fork,84660,86913
1183,Becky O'Brien,Home Office,United States,West,Utah,Springville,84663,86914
1185,Lee Xu,Consumer,United States,South,Alabama,Madison,35756,85938
1185,Lee Xu,Consumer,United States,South,Alabama,Madison,35756,85940
1186,Glenda Herbert,Consumer,United States,West,California,Huntington Beach,92646,85939
1189,Dwight Stephenson,Consumer,United States,West,California,Huntington Beach,92646,87584
1189,Dwight Stephenson,Consumer,United States,West,California,Huntington Beach,92646,87584
1189,Dwight Stephenson,Consumer,United States,West,California,Huntington Beach,92646,87584
1191,John Morse,Small Business,United States,East,Connecticut,New Britain,6050,87587
1193,Louis Parrish,Consumer,United States,East,District of Columbia,Washington,20016,5984
1193,Louis Parrish,Consumer,United States,East,District of Columbia,Washington,20016,5984
1193,Louis Parrish,Consumer,United States,East,District of Columbia,Washington,20016,29350
1193,Louis Parrish,Consumer,United States,East,District of Columbia,Washington,20016,29350
1193,Louis Parrish,Small Business,United States,East,District of Columbia,Washington,20016,38852
1193,Louis Parrish,Small Business,United States,East,District of Columbia,Washington,20016,11206
1193,Louis Parrish,Small Business,United States,East,District of Columbia,Washington,20016,11206
1194,Sidney Brewer,Small Business,United States,South,Florida,Immokalee,34142,87586
1197,Grace McNeill Hunt,Small Business,United States,East,Massachusetts,Sudbury,1776,87583
1199,Edward Lamm,Consumer,United States,East,New Hampshire,Nashua,3060,87585
1200,Beth English,Consumer,United States,East,New Jersey,Elmwood Park,7407,87585
1202,Faye Wolf,Consumer,United States,East,New Jersey,South Orange,7079,87585
1203,Judy Merritt,Small Business,United States,East,Rhode Island,Cranston,2920,87587
1211,Debra Proctor,Corporate,United States,Central,Indiana,Fort Wayne,46806,88598
1212,Eileen Fletcher,Corporate,United States,Central,Indiana,Gary,46404,88600
1212,Eileen Fletcher,Corporate,United States,Central,Indiana,Gary,46404,88600
1213,Jeremy Pratt,Corporate,United States,Central,Indiana,Granger,46530,88599
1213,Jeremy Pratt,Corporate,United States,Central,Indiana,Granger,46530,88599
1213,Jeremy Pratt,Corporate,United States,Central,Indiana,Granger,46530,88600
1217,Billy Perry Browning,Small Business,United States,East,Massachusetts,Boston,2112,54595
1226,Ken Cash,Small Business,United States,East,Rhode Island,Pawtucket,2861,90800
1227,Elsie Hwang,Small Business,United States,East,Vermont,South Burlington,5403,90800
1228,Hazel Jennings,Small Business,United States,East,Pennsylvania,Philadelphia,19140,55874
1228,Hazel Jennings,Small Business,United States,East,Pennsylvania,Philadelphia,19140,55874
1228,Hazel Jennings,Small Business,United States,East,Pennsylvania,Philadelphia,19140,55874
1229,Patrick Byrne,Small Business,United States,Central,Texas,Sulphur Springs,75482,90378
1233,Gary Hester,Consumer,United States,Central,Texas,Flower Mound,75028,89375
1233,Gary Hester,Consumer,United States,Central,Texas,Flower Mound,75028,89375
1233,Gary Hester,Consumer,United States,Central,Texas,Flower Mound,75028,89376
1233,Gary Hester,Consumer,United States,Central,Texas,Flower Mound,75028,89376
1237,Eva Simpson,Corporate,United States,Central,Texas,Carrollton,75007,86075
1237,Eva Simpson,Corporate,United States,Central,Texas,Carrollton,75007,86076
1237,Eva Simpson,Corporate,United States,Central,Texas,Carrollton,75007,86077
1237,Eva Simpson,Corporate,United States,Central,Texas,Carrollton,75007,86077
1238,April Bowers,Corporate,United States,Central,Texas,Cedar Hill,75104,86075
1241,Bradley Schroeder,Corporate,United States,South,Alabama,Auburn,36830,90880
1241,Bradley Schroeder,Small Business,United States,South,Alabama,Auburn,36830,90881
1246,Lois Hansen,Home Office,United States,East,New York,New York City,10009,36452
1246,Lois Hansen,Home Office,United States,East,New York,New York City,10009,36452
1246,Lois Hansen,Home Office,United States,East,New York,New York City,10009,46853
1247,Henry O'Connell,Home Office,United States,Central,Texas,Leander,78641,91555
1247,Henry O'Connell,Home Office,United States,Central,Texas,Leander,78641,91555
1250,Kara Patton,Corporate,United States,Central,Illinois,Carpentersville,60110,87877
1250,Kara Patton,Corporate,United States,Central,Illinois,Carpentersville,60110,87877
1250,Kara Patton,Corporate,United States,Central,Illinois,Carpentersville,60110,87877
1253,Vickie Coates,Home Office,United States,Central,Texas,Cedar Park,78613,89981
1253,Vickie Coates,Home Office,United States,Central,Texas,Cedar Park,78613,89981
1253,Vickie Coates,Home Office,United States,Central,Texas,Cedar Park,78613,89981
1254,Anne Bland,Home Office,United States,Central,Texas,Channelview,77530,89982
1254,Anne Bland,Home Office,United States,Central,Texas,Channelview,77530,89983
1254,Anne Bland,Home Office,United States,Central,Texas,Channelview,77530,89984
1257,Ryan Foster,Home Office,United States,West,Colorado,Aurora,80013,86535
1257,Ryan Foster,Home Office,United States,West,Colorado,Aurora,80013,86536
1259,Keith Hobbs,Home Office,United States,South,Kentucky,Danville,40422,86534
1261,Vickie Gonzalez,Home Office,United States,West,Colorado,Broomfield,80020,89730
1265,Danielle Kramer,Home Office,United States,Central,Oklahoma,Altus,73521,89729
1267,Rosemary Branch,Corporate,United States,South,Florida,Boca Raton,33433,89514
1267,Rosemary Branch,Corporate,United States,South,Florida,Boca Raton,33433,89515
1267,Rosemary Branch,Corporate,United States,South,Florida,Boca Raton,33433,89515
1271,Joanne Church,Corporate,United States,West,California,La Mesa,91941,88410
1271,Joanne Church,Corporate,United States,West,California,La Mesa,91941,88411
1279,Josephine Rao,Corporate,United States,Central,Indiana,Hammond,46324,90114
1279,Josephine Rao,Corporate,United States,Central,Indiana,Hammond,46324,90115
1280,Harold Albright,Corporate,United States,West,Washington,Seattle,98119,19042
1281,Pauline Denton,Small Business,United States,Central,Indiana,Vincennes,47591,89112
1281,Pauline Denton,Small Business,United States,Central,Indiana,Vincennes,47591,89112
1282,Dana Sharpe,Small Business,United States,East,Pennsylvania,Philadelphia,19134,29319
1282,Dana Sharpe,Small Business,United States,East,Pennsylvania,Philadelphia,19134,29319
1298,Herbert Beard,Home Office,United States,Central,Texas,Sulphur Springs,75482,90662
1298,Herbert Beard,Home Office,United States,Central,Texas,Sulphur Springs,75482,90662
1303,Cindy Harvey,Consumer,United States,West,Utah,Tooele,84074,87003
1303,Cindy Harvey,Consumer,United States,West,Utah,Tooele,84074,87005
